clean_description,genre_list
vengeful barbarian warrior sets get revenge evil warlord attacked village murdered father boy,"['Action', 'Adventure', 'Fantasy']"
look early years boxer irish micky ward brother helped train going pro mid,"['Action', 'Biography', 'Drama']"
drama fairy tale elements orphaned musical prodigy uses gift clue finding birth parents,"['Drama', 'Music']"
head chef quits restaurant job buys food truck effort reclaim creative promise piecing back together estranged family,"['Comedy', 'Drama']"
col katherine powell military officer command operation capture terrorists kenya sees mission escalate girl enters kill zone triggering international dispute implications modern warfare,"['Drama', 'Thriller', 'War']"
jerry rachel two strangers thrown together mysterious phone call woman never met threatening lives family pushes jerry rachel series increasingly dangerous situations using technology everyday life track control every move,"['Action', 'Mystery', 'Thriller']"
wealthy family held hostage harboring target murderous syndicate purge hour period crime legal,"['Horror', 'Sci-Fi', 'Thriller']"
stranger city asks questions one asked childlike curiosity take journey love laughter letting go,"['Comedy', 'Drama', 'Romance']"
young ender wiggin recruited international military lead fight formics genocidal alien race nearly annihilated human race previous invasion,"['Action', 'Sci-Fi']"
famed archaeologistadventurer dr henry indiana jones called back action becomes entangled soviet plot uncover secret behind mysterious artifacts known crystal skulls,"['Action', 'Adventure', 'Fantasy']"
night adventure quentins lifelong crush margo disappears leaving behind clues quentin friends follow journey lifetime,"['Drama', 'Mystery', 'Romance']"
life residents tower block begins run control,['Drama']
james bond descends mystery tries stop mysterious organization eliminating countrys valuable resource still tries seek revenge death love,"['Action', 'Adventure', 'Thriller']"
waking discovering undergone gender reassignment surgery assassin seeks find doctor responsible,"['Action', 'Crime', 'Thriller']"
hapless young viking aspires hunt dragons becomes unlikely friend young dragon learns may creatures assumed,"['Animation', 'Action', 'Adventure']"
apartment building superintendent cleveland heep rescues thinks young woman pool maintains discovers actually character bedtime story trying make journey back home works tenants protect new friend creatures determined keep world,"['Drama', 'Fantasy', 'Mystery']"
modernday scientist tommy struggling mortality desperately searching medical breakthrough save life cancerstricken wife izzi,"['Drama', 'Sci-Fi']"
star race car lightning mcqueen pal mater head overseas compete world grand prix race road championship becomes rocky mater gets caught intriguing adventure international espionage,"['Animation', 'Adventure', 'Comedy']"
five carnival workers kidnapped held hostage abandoned helllike compound forced participate violent game goal survive twelve hours gang sadistic clowns,"['Horror', 'Thriller']"
man teaches young woman become complete weapon later approached group sadistic teens kill blonde women unknown reasons hunting season begins,"['Action', 'Thriller']"
super girlygirl dumped boyfriend decides everything get back building college gymnastics team quickly learning capable lot getting mrs degree,['Comedy']
story life academic career pioneer indian mathematician srinivasa ramanujan friendship mentor professor gh hardy,"['Biography', 'Drama']"
man awakens coma discover someone taken identity one even wife believes help young woman sets prove,"['Action', 'Mystery', 'Thriller']"
dying real estate mogul transfers consciousness healthy young body soon finds neither procedure company performed quite seem,"['Action', 'Mystery', 'Sci-Fi']"
psychological thriller man sometimes controlled murderandmayhemloving alter ego,"['Crime', 'Drama', 'Thriller']"
young man woman find love unlikely place carrying shady deal,"['Comedy', 'Romance']"
two strangers stuck manhattan night grow others trusted confidants evening unexpected adventure forces confront fears take control lives,"['Comedy', 'Drama', 'Romance']"
true story captain richard phillips hijacking somali pirates usflagged mv maersk alabama first american cargo ship hijacked two hundred years,"['Biography', 'Drama', 'Thriller']"
woman keeps diary extended stay mental hospital,['Drama']
adventures teenager max mcgrath alien companion steel must harness combine tremendous new powers evolve turbocharged superhero max steel,"['Action', 'Adventure', 'Family']"
dracula friends try bring monster half human half vampire grandson order keep mavis leaving hotel,"['Animation', 'Comedy', 'Family']"
hancock superhero whose ill considered behavior regularly causes damage millions changes person saves helps improve public image,"['Action', 'Crime', 'Drama']"
two sisters decide throw one last house party parents sell family home,['Comedy']
manzoni family notorious mafia clan relocated normandy france witness protection program fitting soon becomes challenging old habits die hard,"['Comedy', 'Crime', 'Thriller']"
lifelong platonic friends zack miri look solve respective cashflow problems making adult film together cameras roll however duo begin sense may feelings previously thought,"['Comedy', 'Romance']"
losing mother young boy sent foster home orphans age begins learn meaning trust true love,"['Animation', 'Comedy', 'Drama']"
police psychologist works talk excon threatening jump manhattan hotel rooftop biggest diamond heist ever committed motion,"['Action', 'Crime', 'Thriller']"
guy girl try keep relationship strictly physical long learn want something,"['Comedy', 'Romance']"
us fighter pilots epic struggle survival shot mission laos vietnam war,"['Adventure', 'Biography', 'Drama']"
gru worlds superbad turned superdad recruited team officials stop lethal muscle host grus fight back new gadgetry cars minion madness,"['Animation', 'Adventure', 'Comedy']"
private investigator matthew scudder hired drug kingpin find kidnapped murdered wife,"['Crime', 'Drama', 'Mystery']"
five friends reunite attempt top epic pub crawl twenty years earlier unwittingly become humanitys hope survival,"['Action', 'Comedy', 'Sci-Fi']"
two teenage yoga enthusiasts team legendary manhunter battle ancient evil presence threatening major party plans,"['Comedy', 'Fantasy', 'Horror']"
struggling screenwriter inadvertently becomes entangled los angeles criminal underworld oddball friends kidnap gangsters beloved shih tzu,"['Comedy', 'Crime']"
warrior beowulf must fight defeat monster grendel terrorizing denmark later grendels mother begins killing revenge,"['Animation', 'Action', 'Adventure']"
jack ryan young covert cia analyst uncovers russian plot crash us economy terrorist attack,"['Action', 'Drama', 'Thriller']"
man specializes debunking paranormal occurrences checks fabled room dolphin hotel soon settling confronts genuine terror,"['Fantasy', 'Horror']"
lit professor gambler jim bennetts debt causes borrow money mother loan shark complicating situation relationship one students bennett risk life second chance,"['Crime', 'Drama', 'Thriller']"
young fugitive prince princess must stop villain unknowingly threatens destroy world special dagger enables magic sand inside reverse time,"['Action', 'Adventure', 'Fantasy']"
hardpartying high school seniors philosophy life changes meets notsotypical nice girl,"['Comedy', 'Drama', 'Romance']"
story king seretse khama botswana loving controversial marriage british white woman ruth williams put kingdom political diplomatic turmoil,"['Biography', 'Drama', 'Romance']"
world war ii american navy ship sunk japanese submarine leaving crewmen stranded shark infested waters,"['Action', 'Drama', 'History']"
postapocalyptic wasteland comic book fan adopts persona favourite hero save enthusiastic friend fight tyrannical overlord,"['Action', 'Adventure', 'Comedy']"
young couple take two nieces suspect foreboding evil latched family,"['Horror', 'Thriller']"
husband wife recently lost baby adopt nine yearold girl nearly innocent claims,"['Horror', 'Mystery', 'Thriller']"
lives visitors residents rome romances adventures predicaments get,"['Comedy', 'Romance']"
urbane fox cannot resist returning farm raiding ways must help community survive farmers retaliation,"['Animation', 'Adventure', 'Comedy']"
police detective bank robber highpower broker enter highstakes negotiations criminals brilliant heist spirals hostage situation,"['Crime', 'Drama', 'Mystery']"
selfproclaimed millionaire life turned upside firing consultant,"['Crime', 'Drama', 'Mystery']"
adventurous mountain climber becomes trapped boulder canyoneering alone near moab utah resorts desperate measures order survive,"['Adventure', 'Biography', 'Drama']"
couple begins experience terrifying supernatural occurrences involving vintage doll shortly home invaded satanic cultists,"['Horror', 'Mystery', 'Thriller']"
four friends gather elegant home summer love unbeknownst deadly visitors waiting outside begins simple farewell party turns night see full summary »,"['Horror', 'Thriller']"
early years nazi occupation france world war ii romance blooms lucile angellier michelle williams french villager bruno von falk matthias schoenaerts german soldier,"['Drama', 'Romance', 'War']"
traveling theater company gives audience much expecting,"['Adventure', 'Fantasy', 'Mystery']"
elite military unit comprised special operatives known gi joe operating pit takes evil organization led notorious arms dealer,"['Action', 'Adventure', 'Sci-Fi']"
story christine chubbuck tv reporter struggling depression professional frustrations tries advance career,"['Biography', 'Drama']"
postapocalyptic america former us marine gabriel drummer searches desperately whereabouts son accompanied best friend survivor,"['Drama', 'Thriller']"
thriller centered around widower moves seemingly perfect new home daughter new wife,"['Horror', 'Thriller']"
heartpounding thriller widowed child psychologist lives isolated existence rural new england caught deadly winter storm must find way rescue young boy disappears forever,"['Drama', 'Horror', 'Thriller']"
teenager magically transported china learns convert video game skills kung fu warrior,"['Action', 'Adventure', 'Fantasy']"
quentin tarantino robert rodriguezs homage exploitation double features two backtoback cult films include previews coming attractions,"['Action', 'Horror', 'Thriller']"
course one evening unsuspecting group twentysomethings find bombarded series natural disasters catastrophic events,['Comedy']
thirty years ring first bell rocky balboa comes retirement dons gloves final fight reigning heavyweight champ mason line dixon,"['Drama', 'Sport']"
schools summer vacation however greg may best summer vacation ever could go wrong,"['Comedy', 'Family']"
mousy governess softens heart employer soon discovers hes hiding terrible secret,"['Drama', 'Romance']"
new clue whereabouts lost treasure rekindles married couples sense adventure estranged romance,"['Action', 'Adventure', 'Comedy']"
heroic story dictator risked life ensure democracy would never come country lovingly oppressed,['Comedy']
five married guys conspire secretly share penthouse loft citya place carry hidden affairs indulge deepest fantasies fantasy becomes nightmare discover dead body unknown woman loft realize one group must involved,"['Mystery', 'Romance', 'Thriller']"
film compromises implications parents role,"['Crime', 'Drama']"
israeli special forces soldier fakes death reemerge new york city hair stylist,"['Action', 'Comedy']"
police detective investigates truth behind partners death mysterious case reveals disturbing police corruption dangerous secret involving unlikely young woman,"['Crime', 'Drama', 'Mystery']"
arthritic nova scotia woman works housekeeper hones skills artist eventually becomes beloved figure community,"['Biography', 'Drama', 'Romance']"
dale kurt nick decide start business things dont go planned slick investor prompting trio pull harebrained misguided kidnapping scheme,"['Comedy', 'Crime']"
vacation famous rock star filmmaker italy disrupted unexpected visit old friend daughter,"['Drama', 'Thriller']"
two sisters find already strained relationship challenged mysterious new planet threatens collide earth,['Drama']
waitress desperate fulfill dreams restaurant owner set journey turn frog prince back human face problem kisses,"['Animation', 'Adventure', 'Comedy']"
unmanned halfmilelong freight train barreling toward city veteran engineer young conductor race clock prevent catastrophe,"['Action', 'Thriller']"
airline pilot saves almost passengers malfunctioning airliner eventually crashed investigation accident reveals something troubling,"['Drama', 'Thriller']"
alien run people makes friends girl tries help quest interference,"['Animation', 'Adventure', 'Comedy']"
world highend art auctions antiques virgil oldman elderly esteemed eccentric genius artexpert known appreciated world oldman hired see full summary »,"['Crime', 'Drama', 'Mystery']"
follows casey jonas two teenagers desperate escape broken abusive homes examines desperation life run beauty first love,['Thriller']
movie jackie robinson journey becoming brooklyn dodger life time,"['Biography', 'Drama', 'Sport']"
factbased story six mit students trained become experts card counting subsequently took vegas casinos millions winnings,"['Crime', 'Drama', 'Thriller']"
chance encounter disgraced musicbusiness executive young singersongwriter new manhattan turns promising collaboration two talents,"['Drama', 'Music']"
rodney baze mysteriously disappears law enforcement doesnt follow fast enough older brother russell takes matters hands find justice,"['Crime', 'Drama', 'Thriller']"
two girlfriends summer holiday spain become enamored painter unaware exwife tempestuous relationship reenter picture,"['Drama', 'Romance']"
dragon warrior clash savage tai lung chinas fate hangs balance however dragon warrior mantle supposedly mistaken bestowed upon obese panda tyro martial arts,"['Animation', 'Action', 'Adventure']"
surrounding community taken turn worse crew calvins barbershop come together bring much needed change neighborhood,"['Comedy', 'Drama']"
mysterious new weapon war machines halfhuman halfmachine comes john connor eve resistance attack skynet whose side trusted,"['Action', 'Adventure', 'Drama']"
young teacher inspires class atrisk students learn tolerance apply pursue education beyond high school,"['Biography', 'Crime', 'Drama']"
suburban american family stalked group psychotic people live desert far away civilization,['Horror']
griefstricken mother takes lapd detriment stubbornly tries pass obvious impostor missing child also refusing give hope find one day,"['Biography', 'Drama', 'Mystery']"
romantic drama centered two new lovers tyler whose parents split wake brothers suicide ally lives day fullest since witnessing mothers murder,"['Drama', 'Romance']"
story revolves around nishimiya shoko grade school student impaired hearing transfers new school bullied classmates especially ishida shouya see full summary »,"['Animation', 'Drama', 'Romance']"
alexanders day begins gum stuck hair followed calamities however finds little sympathy family begins wonder bad things happen mom dad brother sister find living terrible horrible good bad day,"['Comedy', 'Family']"
ivan locke dedicated family man successful construction manager receives phone call eve biggest challenge career sets motion series events threaten carefully cultivated existence,['Drama']
psychologist begins working young boy suffered nearfatal fall finds drawn mystery tests boundaries fantasy reality,"['Mystery', 'Thriller']"
aftermath girlfriends mysterious death young man awakens find strange horns sprouting temples,"['Drama', 'Fantasy', 'Horror']"
marcus workingclass jewish student new jersey attends small ohio college struggles sexual repression cultural disaffection amid ongoing korean war,"['Drama', 'Romance']"
twentyfour male students seventyfive selected take randomly assigned roles prisoners guards mock prison situated basement stanford psychology building,"['Biography', 'Drama', 'History']"
back middle school summer vacation greg heffley older brother rodrick must deal parents misguided attempts bond,"['Comedy', 'Family']"
agent ethan hunt comes conflict dangerous sadistic arms dealer threatens life fianceé response,"['Action', 'Adventure', 'Thriller']"
ove illtempered isolated retiree spends days enforcing block association rules visiting wifes grave finally given life unlikely friendship develops boisterous new neighbors,"['Comedy', 'Drama']"
young warrior son goku sets quest racing time vengeful king piccolo collect set seven magical orbs grant wielder unlimited power,"['Action', 'Adventure', 'Fantasy']"
group teenagers look save town invasion north korean soldiers,"['Action', 'Thriller']"
spending night together night college graduation dexter em shown year date see lives sometimes together sometimes day,"['Drama', 'Romance']"
two single adults become caregivers orphaned girl mutual best friends die accident,"['Comedy', 'Drama', 'Romance']"
six months rage virus inflicted population great britain us army helps secure small area london survivors repopulate start everything goes plan,"['Drama', 'Horror', 'Sci-Fi']"
highly unusual zombie saves stillliving girl attack two form relationship sets motion events might transform entire lifeless world,"['Comedy', 'Horror', 'Romance']"
new york socialite deeply troubled denial arrives san francisco impose upon sister looks million isnt bringing money peace love,['Drama']
gi joes fighting mortal enemy cobra forced contend threats within government jeopardize existence,"['Action', 'Adventure', 'Sci-Fi']"
perseus braves treacherous underworld rescue father zeus captured son ares brother hades unleash ancient titans upon world,"['Action', 'Adventure', 'Fantasy']"
japan plunged chaos upon appearance giant monster,"['Action', 'Adventure', 'Drama']"
author pl travers reflects childhood reluctantly meeting walt disney seeks adapt mary poppins books big screen,"['Biography', 'Comedy', 'Drama']"
scientists drive artificial intelligence takes dangerous implications consciousness uploaded one program,"['Drama', 'Mystery', 'Romance']"
blu domesticated macaw smalltown minnesota meets fiercely independent jewel takes adventure rio de janeiro bird dreams,"['Animation', 'Adventure', 'Comedy']"
emotionless utopia two people fall love regain feelings mysterious disease causing tensions society,"['Drama', 'Romance', 'Sci-Fi']"
tragedy strikes married couple vacation moroccan desert touching interlocking story involving four different families,['Drama']
story family waco texas eldest son witnesses loss innocence struggles parents conflicting teachings,"['Drama', 'Fantasy']"
marine travels louisiana serving three tours iraq searches unknown woman believes good luck charm war,"['Drama', 'Romance']"
sudden underwater tremor sets free scores prehistoric maneating fish unlikely group strangers must band together stop becoming fish food areas new razortoothed residents,"['Comedy', 'Horror', 'Thriller']"
inspired true story comedy centered yearold guy learns cancer diagnosis subsequent struggle beat disease,"['Comedy', 'Drama', 'Romance']"
gunz dylan duffus thrust world excitement joins tic crew crew led ruthless hoodz scorcher goes low level weed peddling full armed see full summary »,"['Crime', 'Drama']"
pete debbie turn kids hate businesses failing theyre verge losing house relationship threatening fall apart,"['Comedy', 'Romance']"
near future robot boxing top sport struggling promoter feels hes found champion discarded robot,"['Action', 'Drama', 'Family']"
new york writer sex love finally getting married mr big three best girlfriends must console one inadvertently leads mr big jilt,"['Comedy', 'Drama', 'Romance']"
thailand john rambo joins group missionaries venture wartorn burma rescue group christian aid workers kidnapped ruthless local infantry unit,"['Action', 'Thriller', 'War']"
experimental bioweapon released turning thousands zombielike creatures ragtag group survivors stop infected behind release,"['Action', 'Comedy', 'Horror']"
pittsburgh accomplished pathologist dr bennet omalu uncovers truth brain damage football players suffer repeated concussions course normal play,"['Biography', 'Drama', 'Sport']"
hospital outskirts los angeles injured stuntman begins tell fellow patient little girl broken arm fantastic story five mythical heroes thanks fractured state mind vivid imagination line fiction reality blurs tale advances,"['Adventure', 'Comedy', 'Drama']"
romantically challenged morning show producer reluctantly embroiled series outrageous tests chauvinistic correspondent prove theories relationships help see full summary »,"['Comedy', 'Romance']"
two best friends become rivals schedule respective weddings day,"['Comedy', 'Romance']"
goodnatured womanizer serial cheater form platonic relationship helps reform ways mutual attraction sets,"['Comedy', 'Drama', 'Romance']"
fbi agent takes plane full deadly venomous snakes deliberately released kill witness flown honolulu los angeles testify mob boss,"['Action', 'Adventure', 'Crime']"
wallace burned string failed relationships forms instant bond chantry lives longtime boyfriend together puzzle means best friend also love life,"['Comedy', 'Romance']"
hiccup toothless discover ice cave home hundreds new wild dragons mysterious dragon rider two friends find center battle protect peace,"['Animation', 'Action', 'Adventure']"
detroit alex murphy loving husband father good cop critically injured line duty multinational conglomerate omnicorp sees chance partman partrobot police officer,"['Action', 'Crime', 'Sci-Fi']"
activist gets caught labor movement farm workers california,['Drama']
selfhelp seminar inspires sixtysomething woman romantically pursue younger coworker,"['Comedy', 'Drama', 'Romance']"
danny ocean rounds boys third heist casino owner willy bank doublecrosses one original eleven reuben tishkoff,"['Crime', 'Thriller']"
small town taken alien plague turning residents zombies forms mutant monsters,"['Comedy', 'Horror', 'Sci-Fi']"
healthcare professionals government officials everyday people find midst worldwide epidemic cdc works find cure,"['Drama', 'Thriller']"
bitter quest queen longtrellis two mysterious sisters provoke passion king king highhills obsessed giant flea tales inspired fairytales giambattista basile,"['Drama', 'Fantasy', 'Horror']"
young nurse takes care elderly author lives haunted house,['Thriller']
preteens life turns upside befriends new girl school imagine whole new fantasy world escape reality,"['Adventure', 'Drama', 'Family']"
strange things begin happen group friends gather dinner party evening comet passing overhead,"['Mystery', 'Sci-Fi', 'Thriller']"
life death story notorious big aka christopher wallace came straight brooklyn take world rap music storm,"['Biography', 'Crime', 'Drama']"
stranger arrives little village soon mysterious sickness starts spreading policeman drawn incident forced solve mystery order save daughter,"['Drama', 'Fantasy', 'Horror']"
mr church reunites expendables easy paycheck one men murdered job quest revenge puts deep enemy territory unexpected threat,"['Action', 'Adventure', 'Thriller']"
based jack ketchum novel name girl next door follows unspeakable torture abuses committed teenage girl care auntand boys witness fail report crime,"['Crime', 'Drama', 'Horror']"
jeanbaptiste grenouille born superior olfactory sense creates worlds finest perfume work however takes dark turn searches ultimate scent,"['Crime', 'Drama', 'Fantasy']"
parallel universe young lyra belacqua journeys far north save best friend kidnapped children terrible experiments mysterious organization,"['Adventure', 'Family', 'Fantasy']"
splinter group roman soldiers fight lives behind enemy lines legion decimated devastating guerrilla attack,"['Action', 'Adventure', 'Drama']"
three scouts eve last campout discover true meaning friendship attempt save town zombie outbreak,"['Action', 'Comedy', 'Horror']"
mike odonnell ungrateful life turned gets chance rewrite life tried save janitor near bridge jumped time vortex,"['Comedy', 'Drama', 'Family']"
new overseas home american family soon finds caught middle coup frantically look safe escape environment foreigners immediately executed,"['Action', 'Thriller']"
superman reappears long absence challenged old foe uses kryptonian technology world domination,"['Action', 'Adventure', 'Sci-Fi']"
quileutes close expecting parents edward bella whose unborn child poses threat wolf pack towns people forks,"['Adventure', 'Drama', 'Fantasy']"
new york citys harlem circa overweight abused illiterate teen pregnant second child invited enroll alternative school hopes life head new direction,['Drama']
suicidal american befriends japanese man lost forest near mt fuji two search way,['Drama']
four high school students look redefine graduation,['Comedy']
naval veteran arrives home war unsettled uncertain future tantalized cause charismatic leader,['Drama']
city teenager ren maccormack moves small town rock music dancing banned rebellious spirit shakes populace,"['Comedy', 'Drama', 'Music']"
life changes instant young mia hall car accident puts coma outofbody experience must decide whether wake live life far different imagined choice go,"['Drama', 'Fantasy', 'Music']"
blind man regains vision finds becoming metaphorically blinded obsession superficial,['Drama']
young law student blindly enters pact man offers kill stepfather feels responsible accident sent mother coma,['Thriller']
modernday witch uses spells magic get men fall love,"['Comedy', 'Horror']"
nascar driver ricky bobby stays atop heap thanks pact best friend teammate cal naughton jr french formula one driver makes way ladder ricky bobbys talent devotion put test,"['Action', 'Comedy', 'Sport']"
mad scientist kidnaps mutilates trio tourists order reassemble human centipede created stitching mouths others rectums,['Horror']
wife falls influence drug dealer everyday guy transforms crimson bolt superhero best intentions lacking heroic skills,"['Comedy', 'Drama']"
irish commandant pat quinlan leads stand troops french belgian mercenaries congo early,"['Action', 'Drama', 'Thriller']"
ryan bingham enjoys living suitcase job traveling around country firing people finds lifestyle threatened presence potential love interest new hire,"['Drama', 'Romance']"
photographers obsessive pursuit dark subject matter leads path serial killer stalks late night commuters ultimately butchering gruesome ways imaginable,"['Horror', 'Mystery']"
string mysterious killings grips seattle bella whose high school graduation fast approaching forced choose love vampire edward friendship werewolf jacob,"['Adventure', 'Drama', 'Fantasy']"
three border patrol agents working remote desert checkpoint contents one car reveal insidious plot within ranks next hours take treacherous journey could cost lives,['Thriller']
woman looks back past nineteen men shes relationships life wonders one might one true love,"['Comedy', 'Romance']"
left dead sunscorched planet riddick finds alien race predators activating emergency beacon alerts two ships one carrying new breed mercenary captained man riddicks past,"['Action', 'Sci-Fi', 'Thriller']"
story revolves around passengers yachting trip atlantic ocean struck mysterious weather conditions jump another ship experience greater havoc open seas,"['Fantasy', 'Mystery', 'Thriller']"
cecil gaines serves eight presidents tenure butler white house civil rights movement vietnam major events affect mans life family american society,"['Biography', 'Drama']"
rippedfromtheheadlines drama covers early rise gay porn headliner sean paul lockhart aka brent corrigan falling producer made famous see full summary »,"['Crime', 'Drama']"
crash landing leaves kitai raige father cypher stranded earth millennium events forced humanitys escape cypher injured kitai must embark perilous journey signal help,"['Action', 'Adventure', 'Sci-Fi']"
brandon year old whose dream pair fresh air jordans soon gets hands theyre stolen local hood causing brandon two friends go dangerous mission oakland retrieve,['Adventure']
high schooler greg spends time making parodies classic movies coworker earl finds outlook forever altered befriending classmate diagnosed cancer,"['Comedy', 'Drama']"
land baron tries reconnect two daughters wife seriously injured boating accident,"['Comedy', 'Drama']"
wrestling pressures life love work manhattan carrie miranda charlotte join samantha trip abu dhabi united arab emirates samanthas ex filming new movie,"['Comedy', 'Drama', 'Romance']"
three teenage friends ultimate act independence decide spend summer building house woods living land,"['Adventure', 'Comedy', 'Drama']"
excon jensen ames forced warden notorious prison compete postindustrial worlds popular sport car race inmates must brutalize kill one another road victory,"['Action', 'Sci-Fi', 'Thriller']"
three best friends find weve confusing moment every dating relationship decide sowhere going,"['Comedy', 'Romance']"
group strangers dusty roadside diner come attack demonic forces chance survival lies archangel named michael informs pregnant waitress unborn child humanitys last hope,"['Action', 'Fantasy', 'Horror']"
shot documentarystyle film follows daily grind two young police officers la partners friends happens meet criminal forces greater,"['Crime', 'Drama', 'Thriller']"
dying cia agent trying reconnect estranged daughter offered experimental drug could save life exchange one last assignment,"['Action', 'Drama', 'Thriller']"
case mistaken identity lands slevin middle war plotted two citys rival crime bosses rabbi boss slevin constant surveillance relentless detective brikowski well infamous assassin goodkat finds hatch ingenious plot get get,"['Crime', 'Drama', 'Mystery']"
art auctioneer become mixed group criminals partners hypnotherapist order recover lost painting,"['Crime', 'Drama', 'Mystery']"
massive power outage two sisters learn survive isolated woodland home,"['Drama', 'Sci-Fi', 'Thriller']"
two sisters contend affection king henry viii,"['Biography', 'Drama', 'History']"
writer brutalized cabin retreat seeks revenge attackers left dead,"['Crime', 'Horror', 'Thriller']"
lives three women unexpectedly changed cross paths new york family court,['Drama']
actress starts adopt persona character film world starts become nightmarish surreal,"['Drama', 'Mystery', 'Thriller']"
highly influential fearlessly ambitious pioneer innovator filmmaker researcher conservationist jacquesyves cousteaus aquatic adventure covers roughly thirty years inarguably rich achievements life,"['Adventure', 'Biography']"
highwire artist philippe petit recruits team people help realize dream walk immense void world trade center towers,"['Adventure', 'Biography', 'Crime']"
best friends emily lesley go road trip desert emily decides get highway take short cut become target relentless psychotic trucker see full summary »,"['Action', 'Horror', 'Thriller']"
native american warrior tonto recounts untold tales transformed john reid man law legend justice,"['Action', 'Adventure', 'Western']"
young woman travels texas collect inheritance little know encounter chainsawwielding killer part reward,"['Horror', 'Thriller']"
teen living house arrest becomes convinced neighbor serial killer,"['Drama', 'Mystery', 'Thriller']"
small town girl city boy meet sunset strip pursuing hollywood dreams,"['Comedy', 'Drama', 'Musical']"
ten years passed sidney prescott put back together thanks part writing visited ghostface killer,"['Horror', 'Mystery']"
ugandan girl sees world rapidly change introduced game chess,"['Biography', 'Drama', 'Sport']"
portokalos family secret brings beloved characters back together even bigger greeker wedding,"['Comedy', 'Family', 'Romance']"
libby day eight years old family brutally murdered rural kansas farmhouse almost thirty years later reluctantly agrees revisit crime uncovers wrenching truths led tragic night,"['Drama', 'Mystery', 'Thriller']"
guy carter awardwinning graduate student architecture hes got beautiful wife baby way problem doesnt ducks row fuels see full summary »,['Comedy']
louis gaspard ulliel terminally ill writer returns home long absence tell family dying,['Drama']
brilliant plastic surgeon haunted past tragedies creates type synthetic skin withstands kind damage guinea pig mysterious volatile woman holds key obsession,"['Drama', 'Thriller']"
young girl suffering rare digestive disorder finds miraculously cured surviving terrible accident,"['Biography', 'Drama', 'Family']"
foster kid lives mean foster mom sees life change business tycoon new york mayoral candidate stacks makes thinlyveiled campaign move takes,"['Comedy', 'Drama', 'Family']"
music beatles vietnam war form backdrop romance upperclass american girl poor liverpudlian artist,"['Drama', 'Fantasy', 'Musical']"
two struggling pals dress police officers costume party become neighborhood sensations newlyminted heroes get tangled real life web mobsters dirty detectives must put fake badges line,['Comedy']
malinois dog helped american marines afghanistan returns united states adopted handlers family suffering traumatic experience,"['Adventure', 'Family']"
prince fabiouss bride kidnapped goes quest rescue accompanied lazy useless brother thadeous,"['Adventure', 'Comedy', 'Fantasy']"
survivors suspensionbridge collapse learn theres way cheat death,"['Horror', 'Thriller']"
story privileged girl charismatic boy whose instant desire sparks love affair made reckless parents trying keep apart,"['Drama', 'Romance']"
young womans quest revenge people kidnapped tormented child leads friend also victim child abuse terrifying journey living hell depravity,['Horror']
chronicle martin luther kings campaign secure equal voting rights via epic march selma montgomery alabama,"['Biography', 'Drama', 'History']"
origins story centered centuriesold feud race aristocratic vampires onetime slaves lycans,"['Action', 'Adventure', 'Fantasy']"
eightyearold boy thought lazy troublemaker new art teacher patience compassion discover real problem behind struggles school,"['Drama', 'Family', 'Music']"
four years graduation awkward high school genius uses sisters boyfriends labor day party perfect opportunity make move high school crush,"['Comedy', 'Drama', 'Romance']"
still destroy evil umbrella corporation alice joins group survivors living prison surrounded infected also want relocate mysterious supposedly unharmed safe known arcadia,"['Action', 'Adventure', 'Horror']"
high school seniors throw birthday party make name night progresses things spiral control word party spreads,['Comedy']
tightknit team rising investigators along supervisor suddenly torn apart discover one teenage daughters brutally murdered,"['Crime', 'Drama', 'Mystery']"
three american college students studying abroad lured slovakian hostel discover grim reality behind,['Horror']
romantic sparks occur two dance students different backgrounds maryland school arts,"['Drama', 'Music', 'Romance']"
pair friends embark mission reunite pal woman going marry,"['Adventure', 'Comedy']"
stuffy businessman finds trapped inside body familys cat,"['Comedy', 'Family', 'Fantasy']"
